year,month,quality_score,SO2,NO2,PM2.5,RSPM,SPM,high_confidence_count,medium_confidence_count,low_confidence_count,date
2005,10,79.36055370985603,12.636554054054052,27.710656753407683,,109.14882032667876,225.97970479704796,0,1779,27,2005-10-01
2005,11,79.34866307277628,13.061100196463654,29.730240751614797,,125.38728663919953,249.26315789473685,0,1834,21,2005-11-01
2005,12,79.24418333333334,13.03331130204891,30.802967898243487,,135.12093308778392,263.0188205771644,0,1786,14,2005-12-01
2006,1,79.3666991643454,11.462643993417444,29.69679037111334,,128.50939457202506,259.48111743404036,0,2144,10,2006-01-01
2006,2,79.4630104961832,11.61758737316798,28.735714285714288,,121.92554900910552,256.3461741424802,0,2071,25,2006-02-01
2006,3,79.72479452054795,11.150902879453392,26.92694690265487,,114.87880184331797,236.5064874884152,0,2404,5,2006-03-01
2006,4,79.79660765747221,11.363312469908522,26.747654867256635,,114.94482444140446,243.03230148048453,0,2418,11,2006-04-01
2006,5,79.81771538791256,11.34212136664967,25.759790050205385,,107.85310734463278,232.05374823196604,0,2324,9,2006-05-01
2006,6,79.59376608187134,10.887406367041198,25.571488823281317,,101.93122837370242,213.13608957795003,0,2553,12,2006-06-01
2006,7,79.65965877157768,11.006720686367968,24.68280503690838,,94.9893899204244,193.84132675930076,0,2478,13,2006-07-01
2006,8,79.74166374781086,10.74695153725899,24.377482517482516,,90.84648910411622,188.21917808219177,0,2278,6,2006-08-01
2006,9,79.77924482338611,10.960755813953488,24.772569444444443,,92.62671992898358,191.02848101265823,0,2452,11,2006-09-01
2006,10,79.8392151503319,11.72925482980681,27.388440970793912,,108.9879414298019,222.88003427592116,0,2535,26,2006-10-01
2006,11,79.60817475728155,11.538641578705828,26.601830012200082,,113.8478543563069,228.1762367491166,0,2554,21,2006-11-01
2006,12,79.69807753796962,11.875671918443004,28.739546599496226,,125.54251550044287,245.28030303030303,0,2495,7,2006-12-01
2007,1,79.70029017857142,12.39131022062134,28.567632093933465,,124.92058346839546,249.27015963978715,0,2659,29,2007-01-01
2007,2,79.81077040427155,12.24217032967033,27.624586860137043,,107.73705834018077,223.9738947368421,0,2565,57,2007-02-01
2007,3,79.58985762711863,12.100628140703517,26.638469985358714,,107.35167638483965,229.64186396091694,0,2890,60,2007-03-01
2007,4,79.89609471766849,11.8563787812363,26.153317901234566,,108.7168721109399,230.17086834733894,0,2696,49,2007-04-01
2007,5,79.74945833333334,11.853992987923647,25.998214285714287,,103.99176389842141,229.3734939759036,0,3055,65,2007-05-01
2007,6,79.38644561403508,11.321483146067415,24.486880244088482,,89.02895238095238,192.77184087363494,0,2755,95,2007-06-01
2007,7,79.75788380281689,10.82501081782778,24.188558524651864,,87.39401968205905,182.77686274509804,0,2770,70,2007-07-01
2007,8,79.72332991452991,10.689617486338797,24.836961367013377,,86.71961932650073,183.93924528301886,0,2846,79,2007-08-01
2007,9,79.61339864624154,11.243961352657005,25.155947307245253,,88.79569892473118,189.85742496050554,0,2720,87,2007-09-01
2007,10,79.84480838519488,11.33546856465006,27.102897033158815,,105.69067501739735,220.7528818443804,0,2987,66,2007-10-01
2007,11,79.93667142347485,11.830042553191488,27.870375939849623,,118.45904114760287,240.97689898198902,0,2747,56,2007-11-01
2007,12,79.70918600739992,12.198737270875764,29.045408895265425,,126.37526804860615,254.74244657332352,0,2896,77,2007-12-01
2008,1,79.96923830250272,11.52863359442994,28.719870574800154,,124.41751990898749,252.85271933306868,0,2713,44,2008-01-01
2008,2,80.07060962174073,11.807612005219662,28.61038961038961,,127.09198926791875,256.39609872611464,0,2696,27,2008-02-01
2008,3,79.99710806174956,11.720600328947368,28.278361725262776,,120.23959827833572,247.77115169586284,0,2867,48,2008-03-01
2008,4,80.19965187713309,11.359310344827586,27.561769974919383,,114.90912330719885,238.76448874123292,0,2889,41,2008-04-01
2008,5,80.12278631284916,11.578646050982032,27.96247256766642,,115.82458059810358,242.18560606060606,0,2822,42,2008-05-01
2008,6,79.87658506731945,11.047253306205494,25.820971978984236,,99.85277658200603,204.99510240427426,0,2390,61,2008-06-01
2008,7,79.88333213773313,10.70238416554206,26.064608895705522,,97.57094594594595,195.53304986470815,0,2736,52,2008-07-01
2008,8,79.92560539752004,10.548322756119672,25.546815162172724,,92.88485080336649,192.01584786053883,0,2690,52,2008-08-01
2008,9,80.06610735418428,10.759511698880978,26.506463195691204,,93.07158638974812,191.30811808118082,0,2324,42,2008-09-01
