city,quality_score_mean,quality_score_median,quality_score_min,quality_score_max,quality_score_std,confidence_level_<lambda>,missing_values_percentage_mean,outlier_count_sum,SO2_mean,SO2_median,NO2_mean,NO2_median,PM2.5_mean,PM2.5_median,RSPM_mean,RSPM_median,SPM_mean,SPM_median,total_measurements
Cuddalore,88.29410138248848,88.24,76.47,94.12,1.3443904820279486,2.457757296466974,11.70589861751152,0,9.110077519379844,9.0,19.780525502318394,21.0,26.5,26.0,57.53149001536098,56.0,,,651
Cuncolim,94.12,94.12,94.12,94.12,0.0,100.0,5.88,0,3.883495145631068,4.0,8.631067961165048,9.0,21.718446601941746,19.0,55.14563106796116,49.0,,,103
Curchorem,93.92833876221498,94.12,82.35,94.12,1.4142170895475707,98.0456026058632,6.071661237785016,0,5.924092409240924,5.0,12.47682119205298,12.0,17.233009708737864,16.0,64.01628664495114,55.0,29.823152709359608,23.4,307
Cuttack,85.93481856990395,88.24,58.81999999999999,94.12,7.652634740192301,38.84738527214515,14.05184098185699,5,2.4841149973505567,2.0,25.072989120727662,24.4,43.08247422680412,38.0,82.03281612271267,74.66666667,227.5645981689522,207.0,1874
DANKUNI,88.19145631067961,88.24,83.24,88.24,0.4926646390821463,0.0,11.76,1,15.087378640776699,14.0,43.679611650485434,43.0,,,126.59223300970874,124.0,,,103
Daman,84.70676970633694,82.35,46.47,94.12,4.726093424139415,8.346213292117465,15.246862442040184,0,8.680685358255452,7.8,18.31495327102804,18.25,27.886363636363637,28.0,73.749430523918,78.0,160.76102088167053,180.0,647
Daman Diu & Nagar,81.55626506024096,82.35,52.35,82.35,4.647949228023789,0.0,17.720843373493974,0,5.841212121212121,4.6,6.440963855421687,5.8,,,,,96.96969696969697,98.0,166
Damtal,84.32548387096774,88.24,58.81999999999999,88.24,5.5058189800546025,0.0,15.660933786078097,8,2.589054726368159,2.0,14.088480222068009,13.0,,,82.35177364864865,69.0,156.98814229249012,145.0,2945
Daranga,88.21050125313283,88.24,76.47,88.24,0.5892370071767098,0.0,11.789498746867169,0,5.6643216080402015,6.0,13.394974874371858,13.0,,,69.99498746867168,59.0,,,399
Davangere,88.18293865905848,88.24,83.24,88.24,0.5314636748268715,0.0,11.76,8,5.567760342368046,5.0,9.286733238231099,9.0,,,107.78744650499287,76.0,,,701
Dawki,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.398431372547059,2.0,9.282581699368627,10.0,,,50.14379084954901,46.0,,,510
Dehradoon,80.12770992366411,82.35,47.35,82.35,4.606825947457662,0.0,18.727251908396948,36,22.13423076923077,20.35,20.66456692913386,19.85,,,,,412.0044642857143,358.5,262
Dehradun,85.63037900874635,88.24,58.81999999999999,94.12,5.178803453154712,7.968901846452867,14.272439261418853,14,25.066510474090407,26.0,27.625782800441012,28.2,,,155.55865694130785,147.0,290.76258536512194,278.5,1029
Delhi,82.18197988539352,82.35,46.47,94.12,5.459863188103876,3.2861653607765176,16.3199497134838,2550,8.737272727272728,6.0,53.48914699637817,47.0,95.11320754716981,86.0,196.63977051147444,171.0,399.40208829455946,366.0,8551
Dera Baba,87.93021381578947,88.24,70.59,88.24,1.9155684340104298,0.0,12.069786184210527,0,7.133558178752107,7.0,13.291,13.0,,,71.8848080133556,69.0,,,608
Dera Bassi,83.29469967532467,88.24,58.81999999999999,88.24,6.008566728280586,0.0,16.69921266233766,3,8.511291666666667,8.0,22.73305954825462,21.7,,,123.50728660652325,113.0,223.9869739478958,213.0,2464
Dewas,85.96024760832863,88.24,58.81999999999999,94.12,6.934501916543642,25.211029825548675,14.031311198649409,3,15.849038461538461,15.0,22.260493046776233,21.0,,,83.52447980416157,88.0,192.15970961887479,172.0,1777
Dhanbad,86.0873037542662,88.24,52.35,94.12,4.9546768475365095,7.736063708759955,13.676632536973834,65,17.916989982304067,15.0,40.54935707278399,38.6,,,161.8901420078996,166.925,229.8422794117647,218.64499999999998,1758
Dharamshala,87.45364372469635,88.24,76.47,88.24,2.8228071715645866,0.0,12.546356275303642,0,2.0,2.0,9.904761904761905,9.0,,,35.23481781376518,32.0,,,247
Dharuhera,82.35,82.35,82.35,82.35,,0.0,17.65,0,37.8,37.8,32.1,32.1,,,,,339.0,339.0,1
Dharwad,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,5.965770171149145,6.0,17.237163814180928,16.0,,,75.17114914425427,74.0,,,409
Dibrugarh,85.86920253164557,88.24,70.59,88.24,3.038251531233169,0.0,14.13079746835443,0,6.020434227330779,6.0,13.389467005076142,13.0,,,62.64430379746835,48.0,93.47249190938511,84.0,790
Dimapur,82.54145371947757,82.35,58.81999999999999,94.12,6.808119345447943,10.505394662123793,17.45854628052243,0,2.1068539325842695,2.0,10.822417153996103,10.0,,,83.79659090909091,76.0,134.51470588235293,135.0,1761
Dombivli,84.60528415961305,88.24,58.81999999999999,88.24,5.121228407068343,0.0,13.254449818621524,354,31.87478787878788,26.0,60.568,54.0,,,110.97071129707113,100.0,159.81690140845072,143.0,827
Domlur,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,6.801587301587301,7.0,12.523809523809524,12.0,,,58.595238095238095,59.0,,,126
Durgapur,90.95068062827225,94.12,73.24,94.12,3.6396759101914795,51.62303664921466,8.410575916230366,122,8.157981157469717,8.0,57.17541448058762,56.9,67.0576923076923,64.5,132.7104083770157,104.0,268.4012181445718,212.15,955
Durgapur (WB),80.96390545454545,82.35,67.35,82.35,3.3152688672395976,0.0,17.654276363636363,380,8.1576,7.0,59.00327272727273,55.5,,,140.04363636363635,107.0,297.8711790393013,227.0,1375
Eluru,80.9662,76.47,71.47,88.24,5.920921996132099,0.0,18.900466666666667,8,5.127118644067797,5.0,20.83050847457627,22.0,,,103.92,91.0,,,300
Faridabad,86.75310010764261,88.24,52.35,94.12,4.229859404048586,12.055974165769644,13.098891280947255,37,15.694456404736275,12.0,28.715562735595046,23.0,,,170.53697718631176,167.0,329.63726708074535,316.0,1858
Faridkot,83.8680412371134,82.35,82.35,88.24,2.5895843614272285,0.0,16.131958762886597,0,4.6,5.0,13.072164948453608,13.0,,,89.75257731958763,85.0,,,97
Firozabad,84.13551908396947,82.35,58.81999999999999,94.12,6.35438906001959,11.755725190839694,15.46371755725191,210,16.749806501544505,15.0,30.459168925001933,31.0,,,198.9409389197678,203.0,388.51118963484095,428.5,2620
Gajraula,86.21622015915119,88.24,58.81999999999999,94.12,7.268838420318245,17.44031830238727,13.724098143236073,18,21.58169910179641,20.0,25.052527527530028,23.4,,,119.88372318339101,103.33,237.82475884244374,231.0,1508
Gajroula,71.36281105990783,71.47,34.71000000000001,76.47,6.077799836919187,0.0,26.86299539170507,65,44.33910614525139,30.9,31.213333333333335,15.8,,,,,318.65829145728645,297.0,217
Gangtok,82.35,82.35,82.35,82.35,,0.0,17.65,0,19.8,19.8,26.8,26.8,,,32.0,32.0,75.0,75.0,1
Ghaziabad,84.98431906614785,88.24,58.81999999999999,94.12,6.004058102374385,10.749027237354086,14.137762645914396,361,24.085598377281947,25.0,29.893453000348593,33.0,,,250.51325363825364,245.0,410.60194624652456,432.0,2056
Gobindgarh,84.08603370221329,88.24,58.81999999999999,94.12,6.422910661954075,5.8350100603621735,15.790726861167002,98,10.909097801364672,10.0,32.922259287338896,32.7,,,196.3034371643394,198.0,131.73401534526855,0.0,3976
Golaghat,85.91704384724187,88.24,76.47,88.24,3.042564316940673,0.0,14.075884016973125,1,6.0534285714285705,6.0,13.771022727272726,13.8,,,76.86968838526913,69.0,102.30337078651685,88.0,707
Gorakhpur,87.80007462686567,88.24,70.59,88.24,2.648622479848783,0.0,12.155149253731343,6,18.859541984732825,20.0,35.112977099236645,35.0,,,123.22290076335878,123.0,,,670
Greater Mumbai,74.7511030478955,76.47,64.71000000000001,82.35,2.8291269407068294,0.0,23.862830188679247,191,32.01306901615272,28.7,43.81768202080238,38.5,,,97.67857142857143,89.0,200.0,200.0,689
Gulbarga,83.85260756192959,82.35,58.24,88.24,4.735055504743058,0.0,15.867079530638852,1,3.1693233082706764,2.9,13.419257221458047,12.6,,,76.23468057366362,68.0,201.4198473282443,190.0,767
Guntur,88.48240063593005,88.24,70.59,94.12,2.5388325703218304,10.969793322734498,11.517599364069952,0,4.270222929936305,5.0,16.203025477707005,15.0,,,81.36942675159236,77.0,198.92660550458714,191.0,629
Guwahati,85.6998938301282,88.24,46.47,88.24,3.6159458428080913,0.0,14.241512419871793,99,7.160108849022375,7.0,15.657674138104333,14.8,,,109.65981922760888,91.0,177.26242071881606,150.0,9984
Gwalior,85.17626543209877,83.24,58.81999999999999,94.12,6.652572813458845,17.05246913580247,14.160154320987653,172,10.229503367003367,10.0,18.436479591836733,17.2,77.18741721854305,76.4,201.16662591678892,180.0,305.1951612903226,297.5,1296
HALDIA,88.19192307692308,88.24,83.24,88.24,0.4902903378454598,0.0,11.76,1,19.26923076923077,19.0,50.05769230769231,50.0,,,152.57692307692307,150.0,,,104
Hailakandi,82.17181818181818,82.35,70.59,82.35,1.2734486493182953,0.0,17.828181818181815,0,5.721145374449339,5.3,12.82719298245614,12.8,,,56.85281385281385,46.0,98.56277056277057,85.0,231
Haldia,86.29121797564048,88.24,52.35,94.12,5.1964899379846425,18.143637127257456,13.614283914321712,27,11.78276024493641,10.9,43.866751592356685,46.6,,,85.8593339587242,74.0,151.9530373831776,126.85,2381
Haldwani,76.91023622047244,76.47,70.59,88.24,2.3275937003905693,0.0,23.08976377952756,0,16.8,17.0,24.1,24.0,,,138.47826086956522,139.0,,,254
Haridwar,85.02354515050166,88.24,58.24,88.24,6.742956912708685,0.0,14.357725752508362,1,25.72699588477366,26.0,27.75010631,28.0,,,127.93640979749105,124.0,,,299
Hassan,85.39940429687499,88.24,77.35,88.24,2.9536109974674796,0.0,14.595712890624998,1,5.1263671875,5.0,20.52294921875,19.0,,,46.48828125,42.0,152.97768762677484,137.0,1024
Hisar,79.63653162055336,82.35,58.24,88.24,8.741109391753664,0.0,20.279476284584977,11,7.085507246376811,7.0,7.55410094637224,7.2,,,109.36051502145922,86.0,200.12457912457913,175.5,1012
Honda,93.88563333333335,94.12,82.35,94.12,1.3856893768274403,96.66666666666667,5.9977,7,7.5353535353535355,6.0,12.713804713804715,11.0,16.825242718446603,14.0,86.43666666666667,58.5,31.17781725888325,25.2,300
Hoshiarpur,87.97238636363636,88.24,76.47,88.24,1.522304661094888,0.0,12.027613636363638,0,7.270588235294118,7.0,14.563218390804598,14.0,,,73.48863636363636,68.5,,,88
Howrah,82.99486531519022,82.35,37.35,94.12,6.431634282540866,11.052485420716469,14.736320466537073,1592,17.018686427457098,9.5,78.00862982802367,69.0,72.8173076923077,74.0,117.06207612842414,89.0,237.70835440132558,195.0,3601
Hubli,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,6.034063260340632,6.0,17.104622871046228,16.0,,,92.2043795620438,88.0,,,411
Hubli-Dharwad,78.23903669724771,76.47,60.59,82.35,3.9800883268279126,0.0,21.70935779816514,9,4.0477045908183635,3.8,10.460686427457098,10.1,,,90.16857798165138,75.0,197.58256880733944,180.0,872
Hyderabad,85.02966483914348,82.35,40.59,94.12,5.298176570820665,10.830661011689251,14.92326781835109,55,5.494183326244152,5.0,25.720543489665303,25.0,,,87.34295671725688,83.0,218.22379257752925,209.0,9667
Imphal,78.40421052631578,76.47,76.47,82.35,2.7809615906051324,0.0,21.59578947368421,0,3.9,3.8,20.173684210526318,19.8,,,69.8157894736842,61.0,158.6578947368421,120.5,76
Indore,85.84770254629629,88.24,46.47,94.12,6.398334365341829,19.29976851851852,14.069832175925924,39,10.416186913056649,10.68,17.32845511669659,18.8,,,130.74997959877592,119.0,222.53498084291186,219.0,3456
Itanagar,84.97022222222222,88.24,76.47,88.24,5.1053071712808125,0.0,15.02977777777778,0,3.3636363636363638,2.0,6.212121212121212,5.0,,,85.36363636363636,86.5,,,45
Jabalpur,82.46842479674795,82.35,58.81999999999999,94.12,8.173693409072113,13.821138211382115,17.496006097560976,7,2.306083650190114,2.0,23.611452810180275,23.3,39.857142857142854,40.0,91.88248337028824,82.0,220.66608695652175,234.0,984
Jaipur,84.92742675159235,82.35,40.59,94.12,5.297173762377701,10.726114649681529,14.645821656050956,604,6.993742009716185,6.0,34.47726984533171,34.3,,,144.35478577237828,116.0,304.07538849223016,263.0,7850
Jalandhar,81.51932346723044,76.47,58.81999999999999,88.24,6.5444940116390615,0.0,18.441035940803385,30,12.943490228461325,13.0,28.690926587847127,28.3,,,162.3509821175135,157.0,242.28699551569505,236.0,3784
Jalgaon,88.2942687533729,88.24,78.24,94.12,2.4155538487922805,7.393416082029142,11.325267134376688,141,20.052887209929843,17.0,45.19212088505127,43.0,,,118.13113869400972,117.0,193.31386861313868,189.0,1853
Jalna,88.16133701657458,88.24,70.59,88.24,0.9004597413585218,0.0,11.805513812154697,6,9.660753880266075,10.0,29.29490022172949,30.0,,,120.24889380530973,110.0,,,905
Jammu,87.45951900698215,88.24,70.59,88.24,2.3549166391109706,0.0,12.536602017067494,1,7.180520504731861,5.0,12.213180741910024,12.9,,,117.44948289578362,118.0,196.22105263157894,200.0,1289
Jamnagar,86.92677832512315,88.24,70.59,94.12,4.997565182819702,26.699507389162562,13.068295566502464,1,11.645623560404738,11.0,24.189733464955577,24.0,31.47252747252747,31.0,104.28512896825397,103.0,146.964,174.0,1015
Jamshedpur,84.70037392622535,82.35,64.71000000000001,94.12,5.225072697415123,7.276402223345125,14.819585649317837,190,38.18428788646731,37.2,49.57810440952864,49.9,,,158.7668136714443,164.0,296.7850622406639,295.0,1979
Jhansi,86.9923403052572,88.24,70.59,94.12,5.197255155255785,27.13397399660825,13.007659694742792,0,8.017451759379682,8.0,23.98667234203178,25.316666665,,,125.9500674763158,119.0,277.86776212840374,261.0,1769
Jharia,84.99051,82.35,52.35,94.12,5.61751303448355,12.1,14.29949,130,20.61667692307692,16.9,45.280521472392635,41.0,,,210.84441396508728,215.5,329.35624595469255,301.0,1000
Jodhpur,85.76999337199668,82.35,58.81999999999999,94.12,4.555027879794322,13.487986743993371,13.985599005799502,295,6.6104807425888605,6.0,22.729866699943464,22.0,,,147.68579516216502,134.0,367.6705976837256,349.0,6035
Kadapa,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,4.639240506329114,5.0,10.389240506329115,10.0,,,72.92721518987342,73.0,,,316
Kakinada,83.13149305555555,88.24,76.47,88.24,5.843702246963929,0.0,16.868506944444444,0,9.71165644171779,8.0,18.926380368098158,19.0,,,59.71875,59.5,,,288
Kala Amb,87.98801679586562,88.24,70.59,88.24,1.559000892406139,0.0,11.889244186046511,38,2.803715775749674,2.0,15.625863192182411,14.7,,,146.0215228206554,132.0,,,1548
Kalinga Nagar,91.74054474708171,94.12,88.24,94.12,2.8888797505942314,59.53307392996109,8.259455252918288,0,2.0136186770428015,2.0,10.14396887159533,10.0,42.3235294117647,42.0,99.37743190661479,99.0,,,514
Kalyani,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.894230769230769,2.0,36.03846153846154,32.0,,,86.54807692307692,62.0,,,104
Kanpur,84.90740357852883,88.24,46.47,94.12,5.622597859138724,10.550033134526176,14.863968190854871,327,7.749244063509906,7.0,27.74423913043478,26.0,,,194.38791876622386,199.02,412.61010672623485,427.0,7545
Karaikal,88.24,88.24,88.24,88.24,0.0,0.0,11.759999999999998,0,13.88863109048724,13.0,10.20185614849188,10.0,,,35.03712296983759,32.0,,,431
Karimnagar,87.25868263473053,88.24,70.59,88.24,3.5691905448799544,0.0,12.711377245508983,1,6.948717948717949,6.0,13.846153846153847,12.0,,,64.44444444444444,62.0,,,167
Kashipur,76.44542372881355,76.47,70.59,88.24,2.8060326029157334,0.0,23.13084745762712,20,24.916666666666668,25.0,29.25,29.0,,,171.05701754385964,149.0,,,236
Keonjhar,94.12,94.12,94.12,94.12,0.0,100.0,5.88,0,2.0,2.0,13.210526315789474,13.0,44.56578947368421,39.5,82.40789473684211,75.5,,,76
Khadoli,87.76184466019417,88.24,82.35,94.12,3.71901923277002,16.181229773462782,12.238155339805823,0,8.614563106796117,7.5,20.07766990291262,19.3,30.511627906976745,32.0,53.31944444444444,31.0,42.381443298969074,42.0,309
Khajuraho,73.1625,70.59,70.59,76.47,3.0126035251921146,0.0,26.837500000000002,0,,,5.8,5.8,,,62.25,62.5,84.6875,87.5,16
Khammam,88.23156160458453,88.24,82.35,88.24,0.22293978782876486,0.0,11.76843839541547,0,4.441260744985673,5.0,14.0,13.0,,,61.10473457675753,60.0,,,698
Khanna,83.10215925058547,88.24,64.71000000000001,88.24,5.910524271416657,0.0,16.834608899297425,27,10.208474576271186,10.0,30.259585492227977,29.8,,,208.19493908153703,224.0,377.0,377.0,2135
Khliehriat,88.00036199095021,88.24,70.59,88.24,1.8872524172851748,0.0,11.999638009049773,0,2.0,2.0,5.502283105022831,5.0,,,38.115207373271886,39.0,,,221
Khurja,85.25442396313363,88.24,58.81999999999999,94.12,7.317453970072505,8.832565284178187,14.265545314900152,125,29.28537277147488,26.0,26.709201954397397,25.0,,,178.0638730675346,172.0,412.8563474387528,453.0,1302
Kochi,85.53751204736334,88.24,58.81999999999999,94.12,5.794131518891054,10.271237780531461,14.415675340768278,68,4.204803170550112,2.0,10.964712168217167,9.1,,,52.11522747095579,42.0,77.64383980434118,68.0,7263
Kohima,89.01897435897436,88.24,88.24,94.12,1.9948023979945482,13.247863247863249,10.981025641025642,0,2.0,2.0,4.836355650522791,4.5,,,82.25498575498575,82.0,118.35483870967742,99.0,702
Kolar,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,5.814070351758794,6.0,13.090452261306533,13.0,,,59.482412060301506,53.0,,,199
Kolasib,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.017897271268058,2.0,4.860556447298555,5.0,,,37.64901016592295,41.0,,,623
Kolhapur,83.9574465408805,88.24,58.81999999999999,94.12,7.292340754457172,9.245283018867925,16.039408805031446,2,15.060803059273423,13.0,25.97310569105691,23.0,,,91.94320333207118,86.0,197.2561403508772,176.5,3180
Kolkata,84.80266132160868,83.24,64.71000000000001,94.12,5.462802201541923,12.026380447433079,13.879609465925254,2038,10.305789056304521,6.0,60.29463035019455,54.0,58.2469512195122,44.5,116.81319534289521,86.0,219.55586206892139,177.0,7733
Kollam,89.13783231083845,88.24,88.24,94.12,2.1157037581032565,15.269256987048399,10.862167689161554,0,3.9374233128834355,4.0,14.540013633265168,12.0,,,45.594410361281525,42.0,69.97321428571429,64.0,1467
Konark,93.14,94.12,88.24,94.12,2.205530239276636,83.33333333333334,6.86,0,2.0384615384615383,2.0,13.256410256410257,13.0,30.46153846153846,26.0,87.92307692307692,80.5,,,78
Korba,83.50766636555254,82.35,58.81999999999999,94.12,5.203357425575651,4.817825956037338,16.492333634447455,0,12.815319812792511,13.0,20.09460049937578,20.6,,,97.7939290294998,94.0,202.22159730033746,206.0,3321
